,Estimate; INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars),full_state_cluster,full_irsbrac_cluster,income_level,zi_irsbrac_cluster,full_quart_cluster,income_quartile,zi_quart_cluster,zi_state_cluster,full_sgroup_cluster,zi_sgroup_cluster,Group,Metro,State,zipcode,City,County,YoY,n1000,Total; Estimate; SUMMARY INDICATORS - Median age (years),Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,Total; Estimate; SUMMARY INDICATORS - Child dependency ratio,Estimate; HOUSEHOLDS BY TYPE - Average household size,"Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Unmarried women (widowed, divorced, and never married) - Per 1,000 unmarried women","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 50 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 19 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 35 to 50 years old","Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Oceania",Estimate; ANCESTRY - Total population - Czech,Estimate; ANCESTRY - Total population - Danish,Estimate; ANCESTRY - Total population - Greek,Estimate; ANCESTRY - Total population - Lithuanian,Estimate; ANCESTRY - Total population - Slovak,Estimate; ANCESTRY - Total population - Swiss,Estimate; COMMUTING TO WORK - Mean travel time to work (minutes),Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Unpaid family workers
9471,43385.0,NY,2,1,1,1,0,1,PA,West South Central,South Atlantic,West South Central,Austin-Round Rock,TX,78648,Luling,Caldwell County,0.152817574,0.0,40.4,94.8,79.1,42.9,2.6,111.0,102.0,0.0,0.0,0.0,345.0,4.0,0.0,0.0,0.0,0.0,30.3,0.0
9472,59548.0,CA,2,2,2,1,1,2,CA,East North Central,Pacific,Pacific,Santa Rosa,CA,95436,Forestville,Sonoma County,0.013461538,0.0,51.3,106.9,56.6,23.7,2.27,0.0,47.0,0.0,0.0,0.0,31.0,157.0,111.0,0.0,0.0,34.0,27.4,9.0
9473,140000.0,NY,4,4,4,1,2,2,CA,Middle Atlantic,Middle Atlantic,New England,Boston-Cambridge-Newton,MA,2025,Cohasset,Norfolk County,0.069833788,0.0,44.6,94.8,78.2,47.3,2.73,0.0,45.0,0.0,32.0,20.0,0.0,17.0,48.0,162.0,30.0,21.0,37.1,0.0
9474,62736.0,TX,2,2,2,1,1,1,FL,West South Central,East North Central,West North Central,Rochester,MN,55976,Stewartville,Olmsted County,0.082956259,0.0,39.4,97.3,80.1,54.3,2.56,59.0,57.0,0.0,51.0,0.0,279.0,156.0,0.0,4.0,0.0,47.0,24.0,6.0
9475,50741.0,NY,2,2,1,1,1,1,FL,West South Central,East North Central,South Atlantic,Brevard,NC,28768,Pisgah Forest,Transylvania County,0.048913043,0.0,51.5,93.1,82.1,33.4,2.45,76.0,80.0,116.0,62.0,0.0,5.0,0.0,0.0,7.0,0.0,40.0,33.1,0.0
9476,45308.0,IN,2,1,1,1,0,1,FL,East North Central,South Atlantic,East South Central,Morristown,TN,37820,New Market,Jefferson County,0.111312217,0.0,44.4,87.7,67.7,34.5,2.69,0.0,20.0,0.0,6.0,0.0,2.0,20.0,31.0,0.0,8.0,0.0,26.3,7.0
9477,78199.0,NY,2,3,2,1,2,2,IL,East North Central,East North Central,East North Central,Champaign-Urbana,IL,61856,Monticello,Piatt County,-0.006736069,0.0,42.3,92.9,80.8,44.3,2.47,20.0,76.0,43.0,27.0,0.0,35.0,9.0,6.0,18.0,14.0,13.0,20.9,6.0
9478,43364.0,PA,2,1,1,1,0,1,FL,East North Central,South Atlantic,East South Central,,TN,37058,Dover,Stewart County,0.056122449000000005,0.0,42.8,93.8,77.5,41.0,2.5,25.0,63.0,0.0,31.0,0.0,9.0,0.0,0.0,0.0,39.0,31.0,36.2,8.0
9479,36813.0,IN,2,1,1,1,0,1,TN,West South Central,South Atlantic,East South Central,Birmingham-Hoover,AL,35031,Blountsville,Blount County,0.081237911,0.0,40.9,92.2,66.4,41.8,2.84,30.0,64.0,36.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,0.0
9480,100230.0,NY,4,4,4,1,2,2,NY,Middle Atlantic,Middle Atlantic,New England,Boston-Cambridge-Newton,MA,2054,Millis,Norfolk County,0.027917505,0.0,45.3,95.1,61.2,34.0,2.61,0.0,19.0,0.0,0.0,32.0,40.0,0.0,249.0,16.0,12.0,16.0,33.6,0.0
9481,56932.0,TX,2,2,1,1,1,1,FL,West South Central,East North Central,Middle Atlantic,Lancaster,PA,17554,Mountville,Lancaster County,0.053842133,1.0,34.0,93.6,72.2,49.3,2.48,103.0,62.0,0.0,0.0,0.0,12.0,79.0,113.0,0.0,0.0,93.0,21.5,0.0
9482,34250.0,IN,2,1,1,1,0,1,TN,East North Central,South Atlantic,South Atlantic,,FL,32626,Manattee Road,Levy County,0.125984252,0.0,45.6,95.6,100.7,47.9,2.44,32.0,69.0,0.0,6.0,0.0,30.0,0.0,16.0,0.0,0.0,4.0,29.0,21.0
9483,64205.0,TX,2,2,2,1,1,1,FL,West South Central,East North Central,East North Central,Columbus,OH,43105,Baltimore,Fairfield County,0.12972689099999998,0.0,41.4,94.7,76.5,46.9,2.68,16.0,69.0,0.0,35.0,0.0,26.0,24.0,0.0,0.0,46.0,125.0,28.3,16.0
9484,74222.0,NY,4,2,2,1,1,2,PA,Middle Atlantic,East North Central,East North Central,Detroit-Warren-Dearborn,MI,48455,Metamora,Lapeer County,0.029580937,0.0,47.4,104.5,62.9,33.4,2.69,38.0,50.0,0.0,40.0,0.0,81.0,34.0,67.0,51.0,18.0,0.0,37.8,0.0
9485,41555.0,TX,2,1,1,1,0,1,TN,West South Central,South Atlantic,South Atlantic,Crestview-Fort Walton Beach-Destin,FL,32435,Defuniak Springs,Walton County,0.113010446,0.0,41.8,89.0,71.3,38.8,2.56,70.0,68.0,49.0,0.0,0.0,0.0,12.0,7.0,0.0,26.0,20.0,30.6,0.0
9486,63317.0,NY,2,2,2,1,1,1,FL,West South Central,East North Central,East South Central,Memphis,MS,38651,Nesbit,DeSoto County,0.154260529,0.0,43.3,106.4,67.9,38.2,2.77,24.0,94.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.8,18.0
9487,20088.0,MD,1,0,1,1,0,1,TX,South Atlantic,South Atlantic,West North Central,Minneapolis-St. Paul-Bloomington,MN,55454,Minneapolis,Hennepin County,0.06332288400000001,3.0,21.3,100.1,42.6,32.5,2.33,22.0,78.0,0.0,109.0,6.0,116.0,88.0,7.0,7.0,28.0,14.0,20.6,0.0
9488,69898.0,MI,2,2,2,1,1,1,CA,South Atlantic,East North Central,East North Central,Grand Rapids-Wyoming,MI,49460,West Olive,Ottawa County,0.065055762,0.0,40.0,112.2,64.8,38.3,2.71,74.0,35.0,0.0,6.0,0.0,18.0,55.0,24.0,38.0,38.0,0.0,23.0,21.0
9489,45221.0,PA,2,1,1,1,0,1,PA,East North Central,South Atlantic,East North Central,Marquette,MI,49841,Gwinn,Marquette County,0.051054384,0.0,41.1,100.1,64.5,38.6,2.51,62.0,53.0,0.0,22.0,0.0,34.0,30.0,17.0,16.0,6.0,11.0,27.5,0.0
9490,35169.0,CA,2,1,1,1,0,1,FL,East North Central,South Atlantic,Pacific,Coos Bay,OR,97423,Coquille,Coos County,0.059281437,0.0,51.4,108.3,62.1,21.5,2.26,0.0,13.0,0.0,0.0,46.0,14.0,131.0,0.0,0.0,0.0,11.0,26.5,0.0
9491,47679.0,CA,2,1,1,1,1,1,FL,East North Central,South Atlantic,South Atlantic,Ocala,FL,34433,Dunnellon,Marion County,0.128171763,0.0,53.8,92.9,75.3,23.1,2.12,0.0,0.0,0.0,0.0,0.0,17.0,10.0,16.0,12.0,0.0,0.0,26.7,0.0
9492,91075.0,NY,4,3,2,1,2,2,NJ,Middle Atlantic,East North Central,Middle Atlantic,Albany-Schenectady-Troy,NY,12018,Averill Park,Rensselaer County,0.014298481000000004,0.0,46.3,102.5,60.6,32.4,2.55,16.0,46.0,0.0,11.0,0.0,148.0,46.0,43.0,25.0,0.0,0.0,27.4,0.0
9493,75226.0,NY,4,3,2,1,2,2,FL,Middle Atlantic,East North Central,Middle Atlantic,New York-Newark-Jersey City,NJ,8884,Spotswood,Middlesex County,0.053481332,0.0,45.5,96.4,66.8,34.1,2.45,9.0,34.0,0.0,12.0,9.0,39.0,37.0,154.0,216.0,53.0,0.0,31.8,0.0
9494,55055.0,TX,2,2,1,1,1,1,OH,West South Central,East North Central,South Atlantic,Savannah,GA,31302,Bloomingdale,Effingham County,0.05620155,0.0,39.4,92.8,55.2,33.3,2.63,83.0,72.0,21.0,0.0,0.0,0.0,15.0,0.0,0.0,9.0,0.0,25.4,0.0
9495,43585.0,CA,1,1,1,1,0,1,CA,West South Central,Pacific,Pacific,Los Angeles-Long Beach-Anaheim,CA,90040,Commerce,Los Angeles County,0.064784822,3.0,34.6,99.5,65.2,41.3,3.6,16.0,37.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,0.0
9496,83113.0,PA,4,3,2,1,2,2,IL,East North Central,East North Central,East North Central,Kalamazoo-Portage,MI,49083,Richland,Kalamazoo County,0.13289962800000002,0.0,44.1,104.3,73.0,40.6,2.65,17.0,61.0,0.0,27.0,0.0,25.0,26.0,2.0,13.0,0.0,34.0,25.5,0.0
9497,94531.0,NY,4,3,4,1,2,2,NJ,Middle Atlantic,Middle Atlantic,New England,Worcester,MA,1516,Douglas,Worcester County,0.031015038,0.0,41.7,98.3,52.8,38.4,2.78,46.0,31.0,0.0,0.0,0.0,21.0,16.0,82.0,168.0,54.0,0.0,38.8,25.0
9498,39028.0,IN,2,1,1,1,0,1,TN,West South Central,South Atlantic,West South Central,,TX,77371,Shepherd,San Jacinto County,0.13968254,0.0,36.6,84.0,69.9,43.5,3.25,0.0,55.0,0.0,0.0,0.0,63.0,0.0,29.0,10.0,0.0,0.0,39.4,7.0
9499,49130.0,TX,2,1,1,1,1,1,NY,West South Central,South Atlantic,West South Central,,TX,75840,Fairfield,Freestone County,0.00405515,0.0,38.3,88.4,80.4,47.4,2.54,64.0,63.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0
9500,51639.0,IN,2,2,1,1,1,1,NY,East North Central,East North Central,South Atlantic,Atlanta-Sandy Springs-Roswell,GA,30288,Conley,Dekalb County,0.136778116,0.0,38.7,81.2,58.2,41.8,2.97,17.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,0.0
9501,51726.0,PA,2,2,1,1,1,1,FL,East North Central,East North Central,Pacific,,CA,96094,Weed,Siskiyou County,0.063953488,0.0,46.2,97.9,69.5,33.6,2.32,7.0,18.0,0.0,11.0,0.0,6.0,144.0,60.0,4.0,0.0,75.0,21.4,12.0
9502,91636.0,TX,4,3,2,1,2,2,NJ,Middle Atlantic,East North Central,West North Central,Minneapolis-St. Paul-Bloomington,MN,55308,Becker,Sherburne County,0.063424947,0.0,34.5,104.1,56.0,44.7,3.03,14.0,43.0,0.0,26.0,0.0,206.0,18.0,8.0,123.0,19.0,65.0,29.0,5.0
9503,45768.0,IN,2,1,1,1,0,1,PA,East North Central,South Atlantic,East North Central,,IN,47872,Rockville,Parke County,0.129227053,0.0,41.0,75.4,57.3,29.8,2.5,30.0,33.0,80.0,13.0,0.0,10.0,0.0,41.0,7.0,19.0,24.0,27.9,44.0
9504,58851.0,NY,2,2,2,1,1,1,FL,East North Central,East North Central,West North Central,Fergus Falls,MN,56573,Perham,Otter Tail County,0.058212058,0.0,42.7,93.9,77.0,40.3,2.27,47.0,70.0,0.0,11.0,0.0,42.0,111.0,0.0,0.0,1.0,26.0,18.5,3.0
9505,32301.0,NY,2,1,1,1,0,1,FL,East North Central,South Atlantic,South Atlantic,Marion,NC,28762,Old Fort,McDowell County,0.092473118,0.0,46.7,103.4,64.7,27.1,2.43,34.0,52.0,0.0,74.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,23.9,0.0
9506,65762.0,TN,2,2,2,1,1,1,FL,West South Central,East North Central,New England,Portland-South Portland,ME,4093,Buxton,York County,0.034543844,0.0,41.7,93.7,50.7,31.2,2.59,106.0,118.0,219.0,63.0,0.0,14.0,12.0,175.0,0.0,0.0,23.0,29.8,0.0
9507,49303.0,TX,2,1,1,1,1,1,FL,West South Central,East North Central,Mountain,Ontario,ID,83619,Fruitland,Payette County,0.13449692,0.0,35.6,92.9,86.1,56.7,2.71,88.0,69.0,45.0,0.0,0.0,49.0,15.0,0.0,0.0,0.0,45.0,19.3,0.0
9508,69150.0,IN,2,2,2,1,1,2,CA,East North Central,Pacific,Pacific,Los Angeles-Long Beach-Anaheim,CA,91020,La Crescenta-Montrose,Los Angeles County,0.061714285999999986,0.0,41.4,87.5,53.7,31.4,2.5,0.0,4.0,0.0,0.0,37.0,0.0,22.0,0.0,9.0,30.0,0.0,31.2,23.0
9509,73586.0,NY,2,2,2,1,1,1,PA,East North Central,East North Central,Middle Atlantic,Atlantic City-Hammonton,NJ,8225,Northfield,Atlantic County,0.039035591,0.0,42.8,89.1,65.3,39.3,2.87,23.0,49.0,0.0,13.0,0.0,6.0,13.0,49.0,72.0,57.0,0.0,20.4,0.0
9510,48778.0,CA,2,1,1,1,1,1,NY,East North Central,South Atlantic,Middle Atlantic,Albany-Schenectady-Troy,NY,12043,Cobleskill,Schoharie County,0.052707581,0.0,34.7,97.3,48.7,26.2,2.35,0.0,18.0,0.0,43.0,0.0,103.0,34.0,15.0,2.0,9.0,22.0,24.0,22.0
9511,64700.0,CA,4,2,2,1,1,2,CA,Middle Atlantic,Pacific,South Atlantic,Virginia Beach-Norfolk-Newport News,VA,23507,Norfolk,Norfolk City,0.040105541,2.0,31.5,89.8,45.6,25.0,2.05,0.0,46.0,0.0,28.0,0.0,26.0,26.0,16.0,67.0,56.0,32.0,18.8,0.0
9512,97319.0,NY,4,3,4,1,2,2,IL,Middle Atlantic,Middle Atlantic,Middle Atlantic,New York-Newark-Jersey City,NJ,8848,Holland,Hunterdon County,0.048968171,0.0,48.2,101.5,62.5,31.7,2.75,0.0,27.0,0.0,19.0,0.0,0.0,81.0,8.0,54.0,75.0,33.0,37.7,0.0
9513,66830.0,PA,2,2,2,1,1,1,IL,East North Central,East North Central,New England,Worcester,CT,6374,Plainfield,Windham County,0.074468085,0.0,45.3,90.8,59.3,28.5,2.5,55.0,35.0,0.0,9.0,5.0,14.0,0.0,72.0,78.0,0.0,0.0,26.7,0.0
9514,61362.0,PA,2,2,2,1,1,1,FL,East North Central,East North Central,West North Central,La Crosse-Onalaska,MN,55947,La Crescent,Houston County,0.070029383,0.0,45.1,103.3,64.9,33.7,2.28,0.0,25.0,0.0,9.0,7.0,88.0,116.0,2.0,5.0,6.0,43.0,18.1,8.0
9515,61327.0,TX,2,2,2,1,1,1,OH,West South Central,East North Central,South Atlantic,Spartanburg,SC,29376,Roebuck,Spartanburg County,0.08530183699999999,0.0,37.8,89.3,63.6,41.9,2.99,38.0,98.0,50.0,24.0,0.0,6.0,0.0,14.0,0.0,0.0,0.0,25.5,21.0
9516,52156.0,IN,2,2,1,1,1,1,NY,West South Central,East North Central,East South Central,Dyersburg,TN,38059,Newbern,Dyer County,0.139952153,0.0,40.8,110.0,74.6,49.4,2.58,38.0,69.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,16.0,0.0,23.7,0.0
9517,34505.0,IN,2,1,1,1,0,1,TN,East North Central,South Atlantic,South Atlantic,New Bern,NC,28586,Vanceboro,Craven County,0.103773585,0.0,42.3,94.9,76.0,41.3,2.38,7.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,28.3,3.0
9518,73765.0,NY,2,2,2,1,1,1,PA,East North Central,East North Central,Middle Atlantic,Gettysburg,PA,17320,Carroll Valley,Adams County,0.066301097,0.0,44.3,102.6,65.6,34.3,2.6,18.0,19.0,0.0,3.0,0.0,21.0,23.0,11.0,25.0,3.0,29.0,33.0,6.0
9519,65347.0,NY,2,2,2,1,1,1,FL,East North Central,East North Central,New England,Portland-South Portland,ME,4002,Lyman,York County,0.07561088099999999,0.0,48.1,103.1,68.0,32.3,2.51,20.0,43.0,0.0,14.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,29.7,0.0
9520,41348.0,PA,2,1,1,1,0,1,PA,East North Central,South Atlantic,West North Central,,KS,66749,Iola,Allen County,-0.018055556,0.0,39.5,98.8,70.8,38.0,2.26,40.0,40.0,41.0,0.0,0.0,24.0,74.0,21.0,0.0,0.0,2.0,15.6,18.0
9521,64684.0,NY,4,2,2,1,1,1,IL,Middle Atlantic,East North Central,East North Central,Chicago-Naperville-Elgin,IL,60401,Beecher,Will County,-0.007162534,0.0,45.9,96.4,71.2,35.8,2.46,0.0,78.0,0.0,91.0,0.0,134.0,89.0,21.0,120.0,115.0,9.0,33.1,0.0
9522,62151.0,MI,2,2,2,1,1,1,IL,East North Central,East North Central,East North Central,Grand Rapids-Wyoming,MI,49404,Coopersville,Ottawa County,0.097329377,0.0,34.9,96.2,65.7,44.1,2.8,10.0,33.0,0.0,20.0,7.0,34.0,29.0,0.0,21.0,23.0,29.0,25.1,6.0
9523,36019.0,PA,2,1,1,1,0,1,TN,East North Central,South Atlantic,West South Central,Baton Rouge,LA,70760,New Roads,Pointe Coupee Parish,-0.031049251,0.0,40.1,92.0,79.3,42.0,2.55,22.0,32.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,17.0
9524,101825.0,CA,4,4,4,2,2,2,CA,Middle Atlantic,Middle Atlantic,New England,Claremont-Lebanon,NH,3755,Hanover,Grafton County,0.048478221,3.0,23.8,99.9,36.1,19.0,2.5,0.0,11.0,0.0,0.0,0.0,43.0,44.0,100.0,45.0,6.0,53.0,13.6,18.0
9525,82864.0,NY,4,3,2,1,2,2,IL,East North Central,East North Central,Middle Atlantic,Albany-Schenectady-Troy,NY,12198,North Greenbush,Rensselaer County,0.060385216,0.0,44.2,103.5,55.4,30.0,2.61,0.0,56.0,0.0,42.0,0.0,42.0,51.0,0.0,8.0,0.0,8.0,23.7,9.0
9526,50962.0,CA,2,2,1,1,1,1,NY,East North Central,East North Central,West South Central,,TX,76634,Clifton,Bosque County,0.075393538,0.0,52.2,92.1,85.4,32.6,2.4,64.0,58.0,0.0,0.0,0.0,97.0,19.0,14.0,10.0,0.0,0.0,26.0,13.0
9527,130677.0,NY,4,4,4,1,2,2,NJ,Middle Atlantic,Middle Atlantic,South Atlantic,Baltimore-Columbia-Towson,MD,21797,Woodbine,Howard County,0.049131807,0.0,46.9,99.7,66.1,36.6,2.9,13.0,23.0,0.0,0.0,0.0,34.0,0.0,137.0,128.0,0.0,0.0,36.4,27.0
9528,49201.0,PA,2,1,1,1,1,1,NY,East North Central,South Atlantic,Middle Atlantic,,NY,13856,Walton,Delaware County,0.08355795099999999,0.0,42.3,93.6,77.5,45.7,2.34,26.0,29.0,0.0,27.0,0.0,54.0,61.0,214.0,77.0,0.0,10.0,21.9,24.0
9529,46995.0,IN,2,1,1,1,0,1,FL,East North Central,South Atlantic,South Atlantic,Savannah,GA,31308,Ellabell,Bryan County,0.074342105,0.0,39.1,110.4,65.5,41.6,2.72,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,33.4,11.0
9530,37733.0,IN,2,1,1,1,0,1,TN,East North Central,South Atlantic,East North Central,Columbus,OH,43764,New Lexington,Perry County,0.098707403,0.0,36.1,95.4,68.2,43.4,2.67,9.0,41.0,0.0,18.0,9.0,0.0,0.0,70.0,0.0,100.0,0.0,24.8,0.0
9531,62321.0,IN,2,2,2,1,1,1,FL,East North Central,East North Central,West North Central,Minneapolis-St. Paul-Bloomington,MN,55302,Annandale,Wright County,0.098669114,0.0,44.9,100.3,65.8,34.8,2.39,7.0,61.0,0.0,10.0,0.0,127.0,70.0,4.0,0.0,0.0,6.0,32.8,9.0
9532,39818.0,TX,1,1,1,1,0,1,FL,West South Central,South Atlantic,West North Central,Wichita,KS,67210,Wichita,Sedgwick County,0.074452555,1.0,26.6,117.1,57.0,47.9,2.97,53.0,72.0,155.0,31.0,20.0,64.0,10.0,0.0,3.0,5.0,36.0,16.8,0.0
9533,60094.0,NY,4,2,2,1,1,1,CA,East North Central,Pacific,Mountain,Missoula,MT,59804,Missoula,Missoula County,0.109342145,0.0,43.8,86.2,74.7,37.2,2.48,0.0,22.0,0.0,35.0,6.0,37.0,168.0,21.0,0.0,0.0,252.0,17.6,0.0
9534,49579.0,PA,2,1,1,1,1,1,NY,East North Central,South Atlantic,Middle Atlantic,Meadville,PA,16438,Canadohta Lake,Crawford County,-0.010869565,0.0,42.9,98.2,68.0,36.8,2.5,49.0,75.0,13.0,3.0,0.0,37.0,27.0,0.0,7.0,123.0,38.0,28.2,3.0
9535,38438.0,IN,2,1,1,1,0,1,TN,East North Central,South Atlantic,East South Central,Talladega-Sylacauga,AL,35151,Sylacauga,Talladega County,0.112978525,0.0,46.6,101.9,87.4,42.1,2.55,4.0,5.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,26.6,30.0
9536,34484.0,TN,2,1,1,1,0,1,TN,West South Central,South Atlantic,East South Central,,MS,39365,Union,Newton County,0.057368942,0.0,40.0,108.2,72.2,45.0,2.61,69.0,131.0,173.0,82.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,28.8,0.0
9537,78898.0,NY,4,3,2,1,2,2,IL,East North Central,East North Central,New England,New Haven-Milford,CT,6471,North Branford,New Haven County,0.030087094,0.0,48.5,93.2,63.6,27.0,2.49,0.0,24.0,0.0,0.0,0.0,18.0,57.0,12.0,53.0,0.0,15.0,23.7,0.0
9538,66490.0,PA,2,2,2,1,1,1,IL,East North Central,East North Central,West North Central,Wichita,KS,67110,Mulvane,Sedgwick County,0.027616279,0.0,41.1,100.8,72.0,45.9,2.59,0.0,24.0,0.0,0.0,0.0,16.0,0.0,20.0,0.0,0.0,0.0,23.1,0.0
9539,65538.0,CA,1,2,2,1,1,1,IL,South Atlantic,East North Central,West North Central,St. Cloud,MN,56374,Saint Joseph,Stearns County,0.053254438,0.0,30.3,76.7,49.2,30.0,2.56,9.0,20.0,13.0,17.0,0.0,148.0,102.0,9.0,5.0,7.0,5.0,21.6,8.0
9540,43224.0,TX,2,1,1,1,0,1,FL,East North Central,South Atlantic,West North Central,Cedar Rapids,IA,52233,Hiawatha,Linn County,0.047487956,0.0,33.1,101.7,61.4,41.3,2.41,46.0,65.0,0.0,0.0,0.0,342.0,0.0,28.0,0.0,0.0,13.0,17.3,0.0
9541,56590.0,TX,2,2,2,1,1,1,CA,East North Central,East North Central,Pacific,Riverside-San Bernardino-Ontario,CA,92359,Mentone,San Bernardino County,0.032228076,0.0,35.4,85.2,52.4,35.7,2.94,14.0,30.0,35.0,9.0,54.0,14.0,46.0,0.0,0.0,9.0,9.0,24.6,0.0
9542,48493.0,PA,2,1,1,1,1,1,NY,East North Central,South Atlantic,South Atlantic,Cornelia,GA,30535,Demorest,Habersham County,0.074626866,0.0,38.9,110.0,74.3,36.1,2.66,7.0,67.0,0.0,7.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,23.5,10.0
9543,129063.0,NY,4,4,4,1,2,2,NJ,Middle Atlantic,Middle Atlantic,Middle Atlantic,Pittsburgh,PA,15367,Peters,Washington County,0.040665434,0.0,38.1,94.0,72.1,56.0,3.15,32.0,76.0,0.0,49.0,0.0,153.0,43.0,29.0,9.0,402.0,56.0,33.4,22.0
9544,57417.0,PA,2,2,1,1,1,1,OH,East North Central,East North Central,Middle Atlantic,York-Hanover,PA,17345,Manchester,York County,0.006618134,0.0,43.5,104.2,61.1,34.1,2.31,49.0,43.0,0.0,44.0,0.0,15.0,0.0,0.0,0.0,76.0,96.0,23.3,0.0
9545,22508.0,TX,2,0,1,1,0,1,TX,West South Central,South Atlantic,West South Central,Waco,TX,76704,Waco,McLennan County,0.074433657,0.0,32.8,81.3,70.3,45.0,2.46,66.0,64.0,120.0,54.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,16.8,0.0
9546,108656.0,NY,4,4,4,1,2,2,NY,Middle Atlantic,Middle Atlantic,Middle Atlantic,New York-Newark-Jersey City,NY,11565,Malverne,Nassau County,0.08446922800000001,0.0,48.8,96.2,68.6,32.0,2.7,0.0,82.0,0.0,53.0,12.0,25.0,0.0,124.0,13.0,32.0,30.0,37.4,0.0
9547,50968.0,TX,2,2,1,1,1,1,NY,East North Central,East North Central,West North Central,Jefferson City,MO,65018,California,Moniteau County,0.070160609,0.0,39.0,96.6,75.9,45.7,2.56,21.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,24.6,0.0
9548,111892.0,NY,4,4,4,1,2,2,CA,Middle Atlantic,Middle Atlantic,Middle Atlantic,Philadelphia-Camden-Wilmington,PA,19333,Easttown,Chester County,0.096070727,0.0,41.0,95.9,68.1,39.2,2.29,7.0,49.0,8.0,0.0,0.0,0.0,19.0,90.0,39.0,56.0,0.0,29.8,0.0
9549,42772.0,CA,2,1,1,1,0,1,FL,East North Central,South Atlantic,West South Central,,OK,74331,Afton,Delaware County,0.059670782,0.0,51.7,102.5,89.1,37.5,2.31,6.0,38.0,11.0,0.0,3.0,25.0,6.0,1.0,0.0,0.0,1.0,27.3,0.0
9550,67175.0,NY,4,2,2,1,1,2,CA,Middle Atlantic,Pacific,Pacific,San Francisco-Oakland-Hayward,CA,94572,Rodeo,Contra Costa County,0.087739914,0.0,36.9,92.8,56.7,35.7,3.08,57.0,50.0,0.0,36.0,84.0,0.0,9.0,10.0,0.0,0.0,0.0,34.1,0.0
9551,136563.0,NY,4,4,4,1,2,2,NJ,Middle Atlantic,Middle Atlantic,West South Central,Austin-Round Rock,TX,78733,Austin,Travis County,0.093922652,0.0,40.6,93.3,66.3,52.3,3.0,17.0,55.0,0.0,38.0,32.0,127.0,50.0,115.0,16.0,0.0,43.0,28.1,8.0
9552,62803.0,PA,2,2,2,1,1,1,OH,East North Central,East North Central,East North Central,Toledo,OH,43515,Delta,Fulton County,0.060581583,0.0,39.8,97.3,62.9,41.2,2.67,24.0,64.0,0.0,0.0,0.0,46.0,8.0,5.0,0.0,39.0,107.0,28.4,0.0
